abscissa	curvature	dir_mid_line	x_mid_line	y_mid_line	elevation	slope	banking	torsion	upsilon	width_no_kerbs_L	width_no_kerbs_R	width_kerbs_L	width_kerbs_R	width_kerbsMod_and_Constraint_MLT_L	width_kerbsMod_and_Constraint_MLT_R
0.00000000000000	-0.00010752158437	0.00000000000000	0.00000000000000	0.00000000000000	0.00000000000000	0.00000000000000	0.00000000000000	0.00000000000000	0.00000000000000	4.00000000000000	4.00000000000000	4.00000000000000	4.00000000000000	4.00000000000000	4.00000000000000
5.00000000968041	0.00002881032170	-0.00019677815697	4.99999993978703	-0.00077597019445	0.00000000000000	0.00000000000000	0.00000000000000	0.00000000000000	0.00000000000000	4.00000000000000	4.00000000000000	4.00000000000000	4.00000000000000	4.00000000000000	4.00000000000000
10.00000001037544	-0.00000771970242	-0.00014405160885	9.99999987957405	-0.00155194038890	0.00000000000000	0.00000000000000	0.00000000000000	0.00000000000000	0.00000000000000	4.00000000000000	4.00000000000000	4.00000000000000	4.00000000000000	4.00000000000000	4.00000000000000
15.00000001042534	0.00000206848802	-0.00015817964479	14.99999981936108	-0.00232791058336	0.00000000000000	0.00000000000000	0.00000000000000	0.00000000000000	0.00000000000000	4.00000000000000	4.00000000000000	4.00000000000000	4.00000000000000	4.00000000000000	4.00000000000000
20.00000001042892	-0.00000055424969	-0.00015439404900	19.99999975914811	-0.00310388077781	0.00000000000000	0.00000000000000	0.00000000000000	0.00000000000000	0.00000000000000	4.00000000000000	4.00000000000000	4.00000000000000	4.00000000000000	4.00000000000000	4.00000000000000
25.00000001042918	0.00000014851075	-0.00015540839632	24.99999969893513	-0.00387985097226	0.00000000000000	0.00000000000000	0.00000000000000	0.00000000000000	0.00000000000000	4.00000000000000	4.00000000000000	4.00000000000000	4.00000000000000	4.00000000000000	4.00000000000000
30.00000001042920	-0.00000003979333	-0.00015513660278	29.99999963872216	-0.00465582116671	0.00000000000000	0.00000000000000	0.00000000000000	0.00000000000000	0.00000000000000	4.00000000000000	4.00000000000000	4.00000000000000	4.00000000000000	4.00000000000000	4.00000000000000
35.00000001042920	0.00000001066259	-0.00015520942964	34.99999957850919	-0.00543179136116	0.00000000000000	0.00000000000000	0.00000000000000	0.00000000000000	0.00000000000000	4.00000000000000	4.00000000000000	4.00000000000000	4.00000000000000	4.00000000000000	4.00000000000000
40.00000001042920	-0.00000000285703	-0.00015518991574	39.99999951829621	-0.00620776155562	0.00000000000000	0.00000000000000	0.00000000000000	0.00000000000000	0.00000000000000	4.00000000000000	4.00000000000000	4.00000000000000	4.00000000000000	4.00000000000000	4.00000000000000
45.00000001042920	0.00000000076554	-0.00015519514447	44.99999945808324	-0.00698373175007	0.00000000000000	0.00000000000000	0.00000000000000	0.00000000000000	0.00000000000000	4.00000000000000	4.00000000000000	4.00000000000000	4.00000000000000	4.00000000000000	4.00000000000000
